Aeroport,Code_aeroport,Ville,Pays
Bahías de Huatulco International Airport,HUX,Huatulco,Mexico
General Mariano Matamoros Airport,CVJ,Cuernavaca,Mexico
Ciudad Acuña New International Airport,ACN,Ciudad Acuna,Mexico
Ciudad del Carmen International Airport,CME,Ciudad Del Carmen,Mexico
Nuevo Casas Grandes Airport,NCG,Nuevo Casas Grandes,Mexico
Chilpancingo Airport,\N,Chilpancingo,Mexico
Bachigualato Federal International Airport,CUL,Culiacan,Mexico
Chetumal International Airport,CTM,Chetumal,Mexico
Ciudad Obregón International Airport,CEN,Ciudad Obregon,Mexico
Ingeniero Alberto Acuña Ongay International Airport,CPE,Campeche,Mexico
Abraham González International Airport,CJS,Ciudad Juarez,Mexico
General Roberto Fierro Villalobos International Airport,CUU,Chihuahua,Mexico
General Pedro Jose Mendez International Airport,CVM,Ciudad Victoria,Mexico
Cozumel International Airport,CZM,Cozumel,Mexico
General Guadalupe Victoria International Airport,DGO,Durango,Mexico
Amado Nervo National Airport,TPQ,Tepic,Mexico
Ensenada International Airport,ESE,Ensenada,Mexico
Don Miguel Hidalgo Y Costilla International Airport,GDL,Guadalajara,Mexico
General José María Yáñez International Airport,GYM,Guaymas,Mexico
Tehuacan Airport,TCN,Tehuacan,Mexico
General Ignacio P. Garcia International Airport,HMO,Hermosillo,Mexico
Licenciado Miguel de la Madrid Airport,CLQ,Colima,Mexico
Isla Mujeres Airport,ISJ,Isla Mujeres,Mexico
Plan De Guadalupe International Airport,SLW,Saltillo,Mexico
Ixtepec Airport,IZT,Iztepec,Mexico
Lázaro Cárdenas Airport,LZC,Lazard Cardenas,Mexico
Valle del Fuerte International Airport,LMM,Los Mochis,Mexico
Del Bajío International Airport,BJX,Del Bajio,Mexico
Manuel Márquez de León International Airport,LAP,La Paz,Mexico
Loreto International Airport,LTO,Loreto,Mexico
General Servando Canales International Airport,MAM,Matamoros,Mexico
Licenciado Manuel Crescencio Rejon Int Airport,MID,Merida,Mexico
General Rodolfo Sánchez Taboada International Airport,MXL,Mexicali,Mexico
General Francisco J. Mujica International Airport,MLM,Morelia,Mexico
Minatitlán/Coatzacoalcos National Airport,MTT,Minatitlan,Mexico
Monclova International Airport,LOV,Monclova,Mexico
Licenciado Benito Juarez International Airport,MEX,Mexico City,Mexico
General Mariano Escobedo International Airport,MTY,Monterrey,Mexico
General Rafael Buelna International Airport,MZT,Mazatlan,Mexico
Nogales International Airport,NOG,Nogales,Mexico
Quetzalcóatl International Airport,NLD,Nuevo Laredo,Mexico
Xoxocotlán International Airport,OAX,Oaxaca,Mexico
El Tajín National Airport,PAZ,Poza Rico,Mexico
Hermanos Serdán International Airport,PBC,Puebla,Mexico
Ingeniero Juan Guillermo Villasana Airport,\N,Pachuca,Mexico
Mar de Cortés International Airport,PPE,Punta Penasco,Mexico
Piedras Negras International Airport,PDS,Piedras Negras,Mexico
Licenciado y General Ignacio Lopez Rayon Airport,UPN,Uruapan,Mexico
Licenciado Gustavo Díaz Ordaz International Airport,PVR,Puerto Vallarta,Mexico
Puerto Escondido International Airport,PXM,Puerto Escondido,Mexico
Querétaro Intercontinental Airport,QRO,Queretaro,Mexico
General Lucio Blanco International Airport,REX,Reynosa,Mexico
Los Cabos International Airport,SJD,San Jose Del Cabo,Mexico
San Felipe International Airport,SFH,San Filipe,Mexico
Ponciano Arriaga International Airport,SLP,San Luis Potosi,Mexico
Tlaxcala Airport,\N,Tlaxcala,Mexico
Terán Air Base,\N,Tuxtla Gutierrez,Mexico
Francisco Sarabia International Airport,TRC,Torreon,Mexico
Angel Albino Corzo International Airport,TGZ,Tuxtla Gutierrez,Mexico
General Abelardo L. Rodríguez International Airport,TIJ,Tijuana,Mexico
General Francisco Javier Mina International Airport,TAM,Tampico,Mexico
Tamuin Airport,TSL,Tamuin,Mexico
Licenciado Adolfo Lopez Mateos International Airport,TLC,Toluca,Mexico
Tapachula International Airport,TAP,Tapachula,Mexico
Cancún International Airport,CUN,Cancun,Mexico
Carlos Rovirosa Pérez International Airport,VSA,Villahermosa,Mexico
General Heriberto Jara International Airport,VER,Vera Cruz,Mexico
General Leobardo C. Ruiz International Airport,ZCL,Zacatecas,Mexico
Ixtapa Zihuatanejo International Airport,ZIH,Zihuatanejo,Mexico
Zamora Airport,ZMM,Zamora,Mexico
Playa De Oro International Airport,ZLO,Manzanillo,Mexico
Zapopan Airport,\N,Zapopan,Mexico
Bluefields Airport,BEF,Bluefields,Nicaragua
Los Brasiles Airport,\N,Los Brasiles,Nicaragua
Leon (Fanor Urroz,\N,Leon,Nicaragua
Augusto C. Sandino (Managua,MGA,Managua,Nicaragua
Puerto Cabezas Airport,PUZ,Puerto Cabezas,Nicaragua
Bocas Del Toro International Airport,BOC,Bocas Del Toro,Panama
Cap Manuel Niño International Airport,CHX,Changuinola,Panama
Enrique Malek International Airport,DAV,David,Panama
Panama Pacific International Airport,BLB,Howard,Panama
Marcos A. Gelabert International Airport,PAC,Panama,Panama
Ruben Cantu Airport,SYP,Santiago,Panama
Tocumen International Airport,PTY,Panama City,Panama
Buenos Aires Airport,BAI,Buenos Aires,Costa Rica
Coto 47 Airport,OTR,Coto 47,Costa Rica
Chacarita Airport,JAP,Chacarita,Costa Rica
El Carmen de Siquirres Airport,\N,El Carmen,Costa Rica
Finca 10 / Nuevo Palmar Sur Airport,\N,Finca 10,Costa Rica
Golfito Airport,GLF,Golfito,Costa Rica
Guapiles Airport,GPL,Guapiles,Costa Rica
Daniel Oduber Quiros International Airport,LIR,Liberia,Costa Rica
Los Chiles Airport,LSL,Los Chiles,Costa Rica
Limon International Airport,LIO,Limon,Costa Rica
Nosara Airport,NOB,Nosara Beach,Costa Rica
Juan Santamaria International Airport,SJO,San Jose,Costa Rica
Pandora Airport,\N,Pandora,Costa Rica
Palmar Sur Airport,PMZ,Palmar Sur,Costa Rica
Quepos Managua Airport,XQP,Quepos,Costa Rica
Santa Clara De Guapiles Airport,\N,Santa Clara,Costa Rica
San Vito De Java Airport,TOO,San Vito De Jaba,Costa Rica
Monseñor Óscar Arnulfo Romero International Airport,SAL,San Salvador,El Salvador
Ilopango International Airport,\N,San Salvador,El Salvador
Les Cayes Airport,CYA,Cayes,Haiti
Cap Haitien International Airport,CAP,Cap Haitien,Haiti
Jacmel Airport,JAK,Jacmel,Haiti
Toussaint Louverture International Airport,PAP,Port-au-prince,Haiti
Gustavo Rizo Airport,BCA,Baracoa Playa,Cuba
Carlos Manuel de Cespedes Airport,BYM,Bayamo,Cuba
Maximo Gomez Airport,AVI,Ciego De Avila,Cuba
Jardines Del Rey Airport,CCC,Cunagua,Cuba
Jaime Gonzalez Airport,CFG,Cienfuegos,Cuba
Vilo Acuña International Airport,CYO,Cayo Largo del Sur,Cuba
Ignacio Agramonte International Airport,CMW,Camaguey,Cuba
Antonio Maceo International Airport,SCU,Santiago De Cuba,Cuba
Florida Airport,\N,Florida,Cuba
Leeward Point Field,NBW,Guantanamo,Cuba
Mariana Grajales Airport,GAO,Guantanamo,Cuba
José Martí International Airport,HAV,Havana,Cuba
Frank Pais International Airport,HOG,Holguin,Cuba
La Coloma Airport,LCL,La Coloma,Cuba
Orestes Acosta Airport,MOA,Moa,Cuba
Sierra Maestra Airport,MZO,Manzanillo,Cuba
Rafael Cabrera Airport,GER,Nueva Gerona,Cuba
Playa Baracoa Airport,UPB,Baracoa Playa,Cuba
Pinar Del Rio Airport,QPD,Pinar Del Rio Norte,Cuba
San Antonio De Los Banos Airport,\N,San Antonio De Banos,Cuba
Abel Santamaria Airport,SNU,Santa Clara,Cuba
Joaquín de Agüero Airport,\N,Santa Lucia,Cuba
Siguanea Airport,SZJ,Siguanea,Cuba
Sancti Spiritus Airport,USS,Sancti Spiritus,Cuba
Juan Gualberto Gomez International Airport,VRA,Varadero,Cuba
Hermanos Ameijeiras Airport,VTU,Las Tunas,Cuba
Gerrard Smith International Airport,CYB,Cayman Brac,Cayman Islands
Owen Roberts International Airport,GCM,Georgetown,Cayman Islands
Clarence A. Bain Airport,MAY,Clarence Bain,Bahamas
Andros Town Airport,ASD,Andros Town,Bahamas
Leonard M Thompson International Airport,MHH,Marsh Harbor,Bahamas
San Andros Airport,SAQ,San Andros,Bahamas
Spring Point Airport,AXP,Spring Point,Bahamas
Sandy Point Airport,\N,Sandy Point,Bahamas
Treasure Cay Airport,TCB,Treasure Cay,Bahamas
Chub Cay Airport,CCZ,Chub Cay,Bahamas
Great Harbour Cay Airport,GHC,Bullocks Harbour,Bahamas
South Bimini Airport,BIM,Alice Town,Bahamas
Exuma International Airport,GGT,Great Exuma,Bahamas
George Town Airport,\N,George Town,Bahamas
North Eleuthera Airport,ELH,North Eleuthera,Bahamas
Governor's Harbour Airport,GHB,Governor's Harbor,Bahamas
Normans Cay Airport,NMC,Norman's Cay,Bahamas
Rock Sound Airport,RSD,Rock Sound,Bahamas
Staniel Cay Airport,TYM,Staniel Cay,Bahamas
Grand Bahama International Airport,FPO,Freeport,Bahamas
Inagua Airport,IGA,Matthew Town,Bahamas
Deadman's Cay Airport,LGI,Dead Man's Cay,Bahamas
Stella Maris Airport,SML,Stella Maris,Bahamas
Mayaguana Airport,MYG,Mayaguana,Bahamas
Lynden Pindling International Airport,NAS,Nassau,Bahamas
Duncan Town Airport,DCT,Duncan Town,Bahamas
Rum Cay Airport,RCY,Port Nelson,Bahamas
San Salvador Airport,ZSA,Cockburn Town,Bahamas
Philip S. W. Goldson International Airport,BZE,Belize City,Belize
Aitutaki Airport,AIT,Aitutaki,Cook Islands
Rarotonga International Airport,RAR,Avarua,Cook Islands
Nadi International Airport,NAN,Nandi,Fiji
Nausori International Airport,SUV,Nausori,Fiji
Fua'amotu International Airport,TBU,Tongatapu,Tonga
Vava'u International Airport,VAV,Vava'u,Tonga
Bonriki International Airport,TRW,Tarawa,Kiribati
Tabiteuea North Airport,TBF,Tabiteuea North,Kiribati
Hihifo Airport,WLS,Wallis,Wallis and Futuna
Faleolo International Airport,APW,Faleolo,Samoa
Pago Pago International Airport,PPG,Pago Pago,American Samoa
Rurutu Airport,RUR,Rurutu,French Polynesia
Tubuai Airport,TUB,Tubuai,French Polynesia
Anaa Airport,AAA,Anaa,French Polynesia
Fangatau Airport,FGU,Fangatau,French Polynesia
Tikehau Airport,TIH,Tikehau,French Polynesia
Reao Airport,REA,Reao,French Polynesia
Fakarava Airport,FAV,Fakarava,French Polynesia
Manihi Airport,XMH,Manihi,French Polynesia
Totegegie Airport,GMR,Totegegie,French Polynesia
Kaukura Airport,KKR,Kaukura Atoll,French Polynesia
Makemo Airport,MKP,Makemo,French Polynesia
Puka Puka Airport,PKP,Puka Puka,French Polynesia
Takapoto Airport,TKP,Takapoto,French Polynesia
Arutua Airport,AXR,Arutua,French Polynesia
Mataiva Airport,MVT,Mataiva,French Polynesia
Takaroa Airport,TKX,Takaroa,French Polynesia
Nuku Hiva Airport,NHV,Nuku Hiva,French Polynesia
Bora Bora Airport,BOB,Bora Bora,French Polynesia
Rangiroa Airport,RGI,Rangiroa,French Polynesia
Huahine-Fare Airport,HUH,Huahine Island,French Polynesia
Moorea Airport,MOZ,Moorea,French Polynesia
Hao Airport,HOI,Hao Island,French Polynesia
Maupiti Airport,MAU,Maupiti,French Polynesia
Raiatea Airport,RFP,Raiatea Island,French Polynesia
Bauerfield International Airport,VLI,Port-vila,Vanuatu
Koné Airport,KNQ,Kone,New Caledonia
Koumac Airport,KOC,Koumac,New Caledonia
Lifou Airport,LIF,Lifou,New Caledonia
Nouméa Magenta Airport,GEA,Noumea,New Caledonia
Maré Airport,MEE,Mare,New Caledonia
Touho Airport,TOU,Touho,New Caledonia
Ouvéa Airport,UVE,Ouvea,New Caledonia
La Tontouta International Airport,NOU,Noumea,New Caledonia
Auckland International Airport,AKL,Auckland,New Zealand
Taupo Airport,TUO,Taupo,New Zealand
Ardmore Airport,AMZ,Ardmore,New Zealand
Christchurch International Airport,CHC,Christchurch,New Zealand
Chatham Islands-Tuuta Airport,CHT,Chatham Island,New Zealand
Dunedin Airport,DUD,Dunedin,New Zealand
Gisborne Airport,GIS,Gisborne,New Zealand
Glentanner Airport,GTN,Glentanner,New Zealand
Hokitika Airfield,HKK,Hokitika,New Zealand
Hamilton International Airport,HLZ,Hamilton,New Zealand
Hastings Aerodrome,\N,Hastings,New Zealand
Kerikeri Airport,KKE,Kerikeri,New Zealand
Kaitaia Airport,KAT,Kaitaia,New Zealand
Alexandra Airport,ALR,Alexandra,New Zealand
Mount Cook Airport,MON,Mount Cook,New Zealand
Manapouri Airport,TEU,Manapouri,New Zealand
Hood Airport,MRO,Masterton,New Zealand
New Plymouth Airport,NPL,New Plymouth,New Zealand
Nelson Airport,NSN,Nelson,New Zealand
Invercargill Airport,IVC,Invercargill,New Zealand
RNZAF Base Ohakea,OHA,Ohakea,New Zealand
Oamaru Airport,OAM,Oamaru,New Zealand
Palmerston North Airport,PMR,Palmerston North,New Zealand
Paraparaumu Airport,PPQ,Paraparaumu,New Zealand
Queenstown International Airport,ZQN,Queenstown International,New Zealand
Rotorua Regional Airport,ROT,Rotorua,New Zealand
Waiouru Airport,\N,Waiouru,New Zealand
South Pole Station Airport,\N,Stephen's Island,Antarctica
Tauranga Airport,TRG,Tauranga,New Zealand
Timaru Airport,TIU,Timaru,New Zealand
Pukaki Airport,TWZ,Pukaki,New Zealand
Woodbourne Airport,BHE,Woodbourne,New Zealand
Williams Field,\N,Weydon,Antarctica
Wanaka Airport,WKA,Wanaka,New Zealand
Wigram Airport,\N,Wigram,New Zealand
Whakatane Airport,WHK,Whakatane,New Zealand
Wellington International Airport,WLG,Wellington,New Zealand
Wairoa Airport,WIR,Wairoa,New Zealand
RNZAF Base Auckland-Whenuapai,\N,Whenuapai,New Zealand
Whangarei Airport,WRE,Whangarei,New Zealand
Westport Airport,WSZ,Westport,New Zealand
Wanganui Airport,WAG,Wanganui,New Zealand
Herat Airport,HEA,Herat,Afghanistan
Jalalabad Airport,JAA,Jalalabad,Afghanistan
Hamid Karzai International Airport,KBL,Kabul,Afghanistan
Kandahar Airport,KDH,Kandahar,Afghanistan
Maimana Airport,MMZ,Maimama,Afghanistan
Mazar I Sharif Airport,MZR,Mazar-i-sharif,Afghanistan
Shindand Airport,OAH,Shindand,Afghanistan
Sheberghan Airport,\N,Sheberghan,Afghanistan
Konduz Airport,UND,Kunduz,Afghanistan
Bahrain International Airport,BAH,Bahrain,Bahrain
Sheik Isa Air Base,\N,Bahrain,Bahrain
Abha Regional Airport,AHB,Abha,Saudi Arabia
Al Ahsa Airport,HOF,Al-ahsa,Saudi Arabia
Al Baha Airport,ABT,El-baha,Saudi Arabia
Bisha Airport,BHH,Bisha,Saudi Arabia
Abqaiq Airport,\N,Abqaiq,Saudi Arabia
King Fahd International Airport,DMM,Dammam,Saudi Arabia
King Abdulaziz Air Base,DHA,Dhahran,Saudi Arabia
Jizan Regional Airport,GIZ,Gizan,Saudi Arabia
Gassim Airport,ELQ,Gassim,Saudi Arabia
Gurayat Domestic Airport,URY,Guriat,Saudi Arabia
Ha'il Airport,HAS,Hail,Saudi Arabia
Jubail Airport,QJB,Jubail,Saudi Arabia
King Faisal Naval Base,\N,Jeddah,Saudi Arabia
King Abdulaziz International Airport,JED,Jeddah,Saudi Arabia
King Khaled Military City Airport,KMC,King Khalid Mil.city,Saudi Arabia
Prince Mohammad Bin Abdulaziz Airport,MED,Madinah,Saudi Arabia
Nejran Airport,EAM,Nejran,Saudi Arabia
Al Qaisumah/Hafr Al Batin Airport,AQI,Hafr Al-batin,Saudi Arabia
Pump Station 3 Airport,\N,Petroline 3,Saudi Arabia
Pump Station 6 Airport,\N,Petroline 6,Saudi Arabia
Pump Station 10 Airport,\N,Petroline 10,Saudi Arabia
Rabigh Airport,\N,Rabigh,Saudi Arabia
Rafha Domestic Airport,RAH,Rafha,Saudi Arabia
King Khaled International Airport,RUH,Riyadh,Saudi Arabia
Ras Mishab Airport,\N,Rash Mishab,Saudi Arabia
Arar Domestic Airport,RAE,Arar,Saudi Arabia
Ras Tanura Airport,\N,Ras Tanura,Saudi Arabia
Sharurah Airport,SHW,Sharurah,Saudi Arabia
Sulayel Airport,SLF,Sulayel,Saudi Arabia
Tabuk Airport,TUU,Tabuk,Saudi Arabia
Ta’if Regional Airport,TIF,Taif,Saudi Arabia
Thumamah Airport,\N,Thumamah,Saudi Arabia
Ras Tanajib Airport,\N,Ras Tanajib,Saudi Arabia
Turaif Domestic Airport,TUI,Turaif,Saudi Arabia
Al Wajh Domestic Airport,EJH,Wejh,Saudi Arabia
Prince Abdulmohsin Bin Abdulaziz Airport,YNB,Yenbo,Saudi Arabia
Abadan Airport,ABD,Abadan,Iran
Dezful Airport,DEF,Dezful,Iran
Aghajari Airport,AKW,Aghajari,Iran
Gachsaran Airport,GCH,Gachsaran,Iran
Shahid Asyaee Airport,\N,Masjed Soleiman,Iran
Omidiyeh Airport,OMI,Omidyeh,Iran
Mahshahr Airport,MRX,Bandar Mahshahr,Iran
Ahwaz Airport,AWZ,Ahwaz,Iran
Abu Musa Island Airport,AEU,Abumusa I.,Iran
Bushehr Airport,BUZ,Bushehr,Iran
Bastak Airport,\N,Bastak,Iran
Asaloyeh Airport,\N,Golbandi,Iran
Kish International Airport,KIH,Kish Island,Iran
Bandar Lengeh Airport,BDH,Bandar Lengeh,Iran
Khark Island Airport,KHK,Khark Island,Iran
Sirri Island Airport,SXI,Siri Island,Iran
Lavan Island Airport,LVP,Lavan Island,Iran
Shahid Ashrafi Esfahani Airport,KSH,Bakhtaran,Iran
Sanandaj Airport,SDG,Sanandaj,Iran
Hesa Airport,IFH,Daran,Iran
Shahid Vatan Pour Air Base,\N,Esfahan,Iran
Kashan Airport,KKS,Kashan,Iran
Esfahan Shahid Beheshti International Airport,IFN,Esfahan,Iran
Badr Air Base,\N,Sepah,Iran
Sardar-e-Jangal Airport,RAS,Rasht,Iran
Arak Airport,AJK,Arak,Iran
Ghazvin Azadi Airport,\N,Abe-ali,Iran
Kushke Nosrat Airport,\N,Kushke Nosrat,Iran
Doshan Tappeh Air Base,\N,Teheran,Iran
Ghale Morghi Airport,\N,Teheran,Iran
Mehrabad International Airport,THR,Teheran,Iran
Qazvin Airport,GZW,Ghazvin,Iran
Naja Airport,\N,Khoram Dareh,Iran
Bandar Abbas International Airport,BND,Bandar Abbas,Iran
Jiroft Airport,JYR,Jiroft,Iran
Kerman Airport,KER,Kerman,Iran
Havadarya Airport,HDR,Bandar Abbas,Iran
Dayrestan Airport,\N,Gheshm I.,Iran
Sirjan Airport,SYJ,Sirjan,Iran
Birjand Airport,XBJ,Birjand,Iran
Sarakhs Airport,CKT,Sarakhs,Iran
Shahroud Airport,RUD,Emam Shahr,Iran
Tabas Airport,TCX,Tabas,Iran
Kalaleh Airport,KLM,Kalaleh,Iran
Ramsar Airport,RZR,Ramsar,Iran
Fasa Airport,FAZ,Fasa,Iran
Jahrom Airport,JAR,Jahrom,Iran
Lamerd Airport,LFM,Lamerd,Iran
Shiraz Shahid Dastghaib International Airport,SYZ,Shiraz,Iran
Khoy Airport,KHY,Khoy,Iran
Tabriz International Airport,TBZ,Tabriz,Iran
Zanjan Airport,JWN,Zanjan,Iran
Shahid Sadooghi Airport,AZD,Yazd,Iran
Zabol Airport,ACZ,Zabol,Iran
Konarak Airport,ZBR,Chah Bahar,Iran
Zahedan International Airport,ZAH,Zahedan,Iran
Iran Shahr Airport,IHR,Iran Shahr,Iran
Saravan Airport,\N,Saravan,Iran
Queen Alia International Airport,AMM,Amman,Jordan
Amman-Marka International Airport,ADJ,Amman,Jordan
Aqaba King Hussein International Airport,AQJ,Aqaba,Jordan
Prince Hassan Air Base,\N,Hotel Four,Jordan
Jerusalem Airport,\N,Jerusalem,West Bank
King Hussein Air College,OMF,Mafraq,Jordan
Kuwait International Airport,KWI,Kuwait,Kuwait
Beirut Rafic Hariri International Airport,BEY,Beirut,Lebanon
Rene Mouawad Air Base,KYE,Kleiat,Lebanon
Abu Dhabi International Airport,AUH,Abu Dhabi,United Arab Emirates
Bateen Airport,AZI,Abu Dhabi,United Arab Emirates
Al Hamra Aux Airport,\N,Al Hamra,United Arab Emirates
Jebel Dhana Airport,\N,Jebel Dhana,United Arab Emirates
Al Dhafra Air Base,DHF,Abu Dhabi,United Arab Emirates
Arzanah Airport,\N,Arzana,United Arab Emirates
Das Island Airport,\N,Das Island,United Arab Emirates
Zirku Airport,\N,Zirku,United Arab Emirates
Dubai International Airport,DXB,Dubai,United Arab Emirates
Fujairah International Airport,FJR,Fujeirah,United Arab Emirates
Ras Al Khaimah International Airport,RKT,Ras Al Khaimah,United Arab Emirates
Sharjah International Airport,SHJ,Sharjah,United Arab Emirates
Khasab Air Base,KHS,Khasab,Oman
Masirah Air Base,MSH,Masirah,Oman
Muscat International Airport,MCT,Muscat,Oman
Salalah Airport,SLL,Salalah,Oman
Thumrait Air Base,TTH,Thumrait,Oman
Bhagatanwala Airport,BHW,Bhagtanwala,Pakistan
Faisalabad International Airport,LYP,Faisalabad,Pakistan
Gwadar International Airport,GWD,Gwadar,Pakistan
Gilgit Airport,GIL,Gilgit,Pakistan
Shahbaz Air Base,JAG,Jacobsbad,Pakistan
Jinnah International Airport,KHI,Karachi,Pakistan
Alama Iqbal International Airport,LHE,Lahore,Pakistan
Walton Airport,\N,Lahore,Pakistan
Mangla Airport,XJM,Mangla,Pakistan
Muzaffarabad Airport,MFG,Muzaffarabad,Pakistan
Mianwali Air Base,MWD,Mianwali,Pakistan
Moenjodaro Airport,MJD,Moenjodaro,Pakistan
Masroor Air Base,\N,Karachi,Pakistan
Multan International Airport,MUX,Multan,Pakistan
Shaheed Benazirabad Airport,WNS,Nawabshah,Pakistan
Okara Cantonment Airstrip,\N,Okara,Pakistan
Panjgur Airport,PJG,Panjgur,Pakistan
Pasni Airport,PSI,Pasni,Pakistan
Peshawar International Airport,PEW,Peshawar,Pakistan
Qasim Airport,\N,Qasim,Pakistan
Quetta International Airport,UET,Quetta,Pakistan
Shaikh Zaid Airport,RYK,Rahim Yar Khan,Pakistan
Benazir Bhutto International Airport,\N,Islamabad,Pakistan
Risalpur Air Base,\N,Risalpur,Pakistan
Rawalakot Airport,RAZ,Rawala Kot,Pakistan
Sukkur Airport,SKZ,Sukkur,Pakistan
Saidu Sharif Airport,SDT,Saidu Sharif,Pakistan
Sui Airport,SUL,Sui,Pakistan
Talhar Airport,BDN,Talhar,Pakistan
Wana Airport,WAF,Wana,Pakistan
Zhob Airport,PZH,Zhob,Pakistan
Basrah International Airport,BSR,Basrah,Iraq
Aleppo International Airport,ALP,Aleppo,Syria
Damascus International Airport,DAM,Damascus,Syria
Deir ez-Zor Air Base,DEZ,Deire Zor,Syria
Bassel Al-Assad International Airport,LTK,Latakia,Syria
Palmyra Airport,PMS,Palmyra,Syria
Doha International Airport,DIA,Doha,Qatar
Canton Island Airport,CIS,Canton Island,Kiribati
Rota International Airport,ROP,Rota,Northern Mariana Islands
Saipan International Airport,SPN,Saipan,Northern Mariana Islands
Andersen Air Force Base,UAM,Andersen,Guam
Antonio B. Won Pat International Airport,GUM,Agana,Guam
Tinian International Airport,TIQ,West Tinian,Northern Mariana Islands
Marshall Islands International Airport,MAJ,Majuro,Marshall Islands
Dyess Army Air Field,\N,Kwajalein,Marshall Islands
Bucholz Army Air Field,KWA,Kwajalein,Marshall Islands
Cassidy International Airport,CXI,Kiritimati,Kiribati
Henderson Field,MDY,Midway,Midway Islands
Chuuk International Airport,TKK,Chuuk,Micronesia
Pohnpei International Airport,PNI,Pohnpei,Micronesia
Babelthuap Airport,ROR,Babelthuap,Palau
Kosrae International Airport,KSA,Kosrae,Micronesia
Yap International Airport,YAP,Yap,Micronesia
Kinmen Airport,KNH,Kinmen,Taiwan
Pingtung South Airport,\N,Pingtung,Taiwan
Longtan Air Base,\N,Longtang,Taiwan
Taitung Airport,TTT,Fengnin,Taiwan
